"","timestamp","gc.type","pause.time","young.occ.start","young.size.start","young.occ.end","young.size.end","survivor.start","survivor.end","heap.occ.start","heap.size.start","heap.occ.end","heap.size.end","old.occ.start","old.occ.end","old.size.start","old.size.end","promoRate","time.user","time.sys","time.real","allocationRate"
"242",3077.392,"g1-young",0.203254,23000,23000,0,23000,664,664,27000,28000,4023,28000,3336,3359,4336,4336,0,4.82,0.03,0.2,2148.127
"243",3088.118,"g1-young",0.19539,23000,23000,0,23000,664,656,27000,28000,4031,28000,3336,3375,4336,4344,8,4.59,0.02,0.2,2144.322
"244",3098.813,"g1-young",0.222881,23000,23000,0,23000,656,632,27000,28000,4050,28000,3344,3418,4344,4368,24,5.6,0.03,0.22,2150.538
"245",3109.582,"g1-young",0.181916,23000,23000,0,23000,632,608,27000,28000,4066,28000,3368,3458,4368,4392,24,4.21,0.02,0.19,2135.76
"246",3120.255,"g1-young",0.175306,23000,23000,0,23000,608,608,27000,28000,4087,28000,3392,3479,4392,4392,0,4.05,0.03,0.17,2154.97
"247",3130.947,"g1-young_to-spaceexhausted",1.606455,23000,23000,0,23000,608,592,27000,28000,19000,28000,3392,18408,4392,4408,16,27.44,0.43,1.6,2151.141
"248",3136.338,"g1-young_initial-mark_to-spaceexhausted",5.559517,8568,23000,0,24000,592,0,28000,28000,28000,28000,18840,28000,4408,4000,-408,19.84,2.27,5.56,1589.316
"249",3141.904,"g1-young",0.175718,0,24000,0,24000,0,0,28000,28000,28000,28000,28000,28000,4000,4000,0,3.8,0.11,0.18,0
"250",3142.085,"g1-young",0.036685,0,24000,0,24000,0,0,28000,28000,28000,28000,28000,28000,4000,4000,0,0.92,0.01,0.04,0
"251",3142.138,"g1-young",0.039465,0,24000,0,24000,0,0,28000,28000,28000,28000,28000,28000,4000,4000,0,1.06,0.01,0.04,0
"252",3142.182,"g1-young",0.0389,0,24000,0,24000,0,0,28000,28000,28000,28000,28000,28000,4000,4000,0,0.95,0.01,0.04,0
"253",3142.226,"g1-young",0.046743,0,24000,0,24000,0,0,28000,28000,28000,28000,28000,28000,4000,4000,0,1.3,0,0.05,0
"254",3142.277,"g1-young",0.023067,0,24000,0,24000,0,0,28000,28000,28000,28000,28000,28000,4000,4000,0,0.59,0,0.02,0
"255",3142.305,"g1full",27,0,24000,0,24000,0,0,28000,28000,2459,28000,28000,2459,4000,4000,0,14.5,0.03,11.2,NA
"256",3164.083,"g1-young",0.170502,24000,24000,0,23000,0,344,26000,28000,2800,28000,2000,2456,4000,4656,656,3.99,0.02,0.17,1100.615
"257",3174.788,"g1-young",0.15334,23000,23000,0,23000,344,456,26000,28000,2913,28000,2656,2457,4656,4544,-112,3.6,0.02,0.15,2148.529
"258",3185.009,"g1-young",0.154157,23000,23000,0,23000,456,504,26000,28000,2963,28000,2544,2459,4544,4496,-48,3.56,0.02,0.16,2250.269
"259",3195.519,"g1-young",0.160262,23000,23000,0,23000,504,632,26000,28000,3087,28000,2496,2455,4496,4368,-128,3.75,0.04,0.16,2188.392
"260",3206.292,"g1-young",0.171067,23000,23000,0,23000,632,560,26000,28000,3020,28000,2368,2460,4368,4440,72,3.99,0.03,0.17,2134.967
"261",3217.034,"g1-young",0.165576,23000,23000,0,23000,560,568,26000,28000,3024,28000,2440,2456,4440,4432,-8,3.7,0.03,0.17,2141.128
"262",3227.76,"g1-young",0.190429,23000,23000,0,23000,568,576,26000,28000,3036,28000,2432,2460,4432,4424,-8,4.48,0.03,0.19,2144.322
"263",3238.494,"g1-young",0.197668,23000,23000,0,23000,576,592,26000,28000,3052,28000,2424,2460,4424,4408,-16,4.8,0.04,0.2,2142.724
"264",3249.217,"g1-young",0.167528,23000,23000,0,23000,592,616,26000,28000,3072,28000,2408,2456,4408,4384,-24,3.93,0.02,0.17,2144.922
"265",3259.88,"g1-young",0.17531,23000,23000,0,23000,616,600,26000,28000,3056,28000,2384,2456,4384,4400,16,4.09,0.03,0.18,2156.991
"266",3270.566,"g1-young",0.171258,23000,23000,0,23000,600,640,26000,28000,3097,28000,2400,2457,4400,4360,-40,4,0.04,0.18,2152.349
"267",3281.264,"g1-young",0.171271,23000,23000,0,23000,640,640,26000,28000,3097,28000,2360,2457,4360,4360,0,4.01,0.03,0.17,2149.935
"268",3291.98,"g1-young",0.178647,23000,23000,0,23000,640,656,26000,28000,3117,28000,2360,2461,4360,4344,-16,4.12,0.04,0.17,2146.323
"269",3302.715,"g1-young",0.207854,23000,23000,0,23000,656,664,26000,28000,3121,28000,2344,2457,4344,4336,-8,4.98,0.03,0.21,2142.524
"270",3313.463,"g1-young",0.183822,23000,23000,0,23000,664,672,26000,28000,3129,28000,2336,2457,4336,4328,-8,4.34,0.03,0.18,2139.933
"271",3324.142,"g1-young",0.188315,23000,23000,0,23000,672,624,26000,28000,3135,28000,2328,2511,4328,4376,48,4.42,0.03,0.19,2153.76
"272",3334.816,"g1-young",0.191175,23000,23000,0,23000,624,608,26000,28000,3148,28000,2376,2540,4376,4392,16,4.51,0.04,0.2,2154.769
"273",3345.541,"g1-young",0.18626,23000,23000,0,23000,608,616,26000,28000,3169,28000,2392,2553,4392,4384,-8,4.51,0.03,0.18,2144.522
"274",3356.244,"g1-young",0.172953,23000,23000,0,23000,616,624,26000,28000,3189,28000,2384,2565,4384,4376,-8,3.99,0.04,0.17,2148.93
"275",3366.977,"g1-young",0.182444,23000,23000,0,23000,624,600,26000,28000,3182,28000,2376,2582,4376,4400,24,3.93,0.01,0.18,2142.924
"276",3377.716,"g1-young",0.162142,23000,23000,0,23000,600,624,26000,28000,3220,28000,2400,2596,4400,4376,-24,3.76,0.03,0.16,2141.726
"277",3388.432,"g1-young",0.170983,23000,23000,0,23000,624,624,26000,28000,3229,28000,2376,2605,4376,4376,0,3.97,0.03,0.17,2146.323
"278",3399.127,"g1-young",0.177522,23000,23000,0,23000,624,608,26000,28000,3232,28000,2376,2624,4376,4392,16,4.07,0.02,0.17,2150.538
"279",3409.841,"g1-young",0.178247,23000,23000,0,23000,608,616,26000,28000,3248,28000,2392,2632,4392,4384,-8,4.18,0.04,0.18,2146.724
"280",3420.54,"g1-young",0.171071,23000,23000,0,23000,616,616,26000,28000,3262,28000,2384,2646,4384,4384,0,4,0.02,0.17,2149.734
"281",3431.263,"g1-young",0.199675,23000,23000,0,23000,616,608,26000,28000,3266,28000,2384,2658,4384,4392,8,4.86,0.04,0.2,2144.922
"282",3441.975,"g1-young",0.207219,23000,23000,0,23000,608,616,26000,28000,3286,28000,2392,2670,4392,4384,-8,4.82,0.04,0.21,2147.125
"283",3452.755,"g1-young",0.172999,23000,23000,0,23000,616,624,26000,28000,3308,28000,2384,2684,4384,4376,-8,3.84,0.03,0.17,2133.581
"284",3463.496,"g1-young",0.176424,23000,23000,0,23000,624,624,26000,28000,3321,28000,2376,2697,4376,4376,0,4.11,0.02,0.18,2141.328
"285",3474.157,"g1-young",0.204062,23000,23000,0,23000,624,616,26000,28000,3330,28000,2376,2714,4376,4384,8,5.02,0.03,0.21,2157.396
"286",3484.906,"g1-young",0.173096,23000,23000,0,23000,616,616,26000,28000,3342,28000,2384,2726,4384,4384,0,4.08,0.05,0.18,2139.734
"287",3495.607,"g1-young",0.160207,23000,23000,0,23000,616,616,26000,28000,3352,28000,2384,2736,4384,4384,0,3.65,0.02,0.16,2149.332
"288",3506.293,"g1-young",0.172286,23000,23000,0,23000,616,608,26000,28000,3357,28000,2384,2749,4384,4392,8,3.88,0.02,0.17,2152.349
"289",3517.038,"g1-young",0.175219,23000,23000,0,23000,608,632,26000,28000,3396,28000,2392,2764,4392,4368,-24,4.09,0.03,0.17,2140.53
"290",3527.719,"g1-young",0.174844,23000,23000,0,23000,632,600,26000,28000,3382,28000,2368,2782,4368,4400,32,4.15,0.03,0.17,2153.356
"291",3538.436,"g1-young",0.179506,23000,23000,0,23000,600,608,26000,28000,3398,28000,2400,2790,4400,4392,-8,4.33,0.02,0.18,2146.123
"292",3549.089,"g1-young",0.184488,23000,23000,0,23000,608,600,26000,28000,3409,28000,2392,2809,4392,4400,8,4.43,0.03,0.19,2159.016
"293",3559.832,"g1-young",0.194118,23000,23000,0,23000,600,632,26000,28000,3450,28000,2400,2818,4400,4368,-32,4.54,0.02,0.19,2140.929
"294",3570.555,"g1-young",0.170774,23000,23000,0,23000,632,624,26000,28000,3454,28000,2368,2830,4368,4376,8,3.99,0.02,0.17,2144.922
"295",3581.26,"g1-young",0.190515,23000,23000,0,23000,624,608,26000,28000,3456,28000,2376,2848,4376,4392,16,4.54,0.05,0.19,2148.529
"296",3591.973,"g1-young",0.212362,23000,23000,0,23000,608,616,26000,28000,3474,28000,2392,2858,4392,4384,-8,5.33,0.04,0.22,2146.924
"297",3602.754,"g1-young",0.17083,23000,23000,0,23000,616,624,26000,28000,3499,28000,2384,2875,4384,4376,-8,3.95,0.02,0.17,2133.383
"298",3613.425,"g1-young",0.177345,23000,23000,0,23000,624,624,26000,28000,3513,28000,2376,2889,4376,4376,0,4.08,0.03,0.18,2155.374
"299",3624.139,"g1-young",0.18199,23000,23000,0,23000,624,616,26000,28000,3514,28000,2376,2898,4376,4384,8,4.28,0.04,0.19,2146.724
"300",3634.87,"g1-young",0.176157,23000,23000,0,23000,616,624,26000,28000,3536,28000,2384,2912,4384,4376,-8,4.03,0.04,0.18,2143.323
"301",3645.585,"g1-young",0.173496,23000,23000,0,23000,624,616,26000,28000,3544,28000,2376,2928,4376,4384,8,3.95,0.03,0.17,2146.524
"302",3656.273,"g1-young",0.204195,23000,23000,0,23000,616,608,26000,28000,3548,28000,2384,2940,4384,4392,8,4.98,0.02,0.21,2151.946
"303",3667.017,"g1-young",0.181033,23000,23000,0,23000,608,608,26000,28000,3562,28000,2392,2954,4392,4392,0,4.31,0.04,0.19,2140.73
"304",3677.728,"g1-young",0.195215,23000,23000,0,23000,608,624,26000,28000,3590,28000,2392,2966,4392,4376,-16,4.67,0.04,0.19,2147.325
"305",3688.469,"g1-young",0.169763,23000,23000,0,23000,624,600,26000,28000,3580,28000,2376,2980,4376,4400,24,3.97,0.03,0.17,2141.328
"306",3699.2,"g1-young",0.174904,23000,23000,0,23000,600,608,26000,28000,3601,28000,2400,2993,4400,4392,-8,4.16,0.02,0.18,2143.323
"307",3709.903,"g1-young",0.165246,23000,23000,0,23000,608,616,26000,28000,3620,28000,2392,3004,4392,4384,-8,3.83,0.03,0.16,2148.93
"308",3720.601,"g1-young",0.175898,23000,23000,0,23000,616,608,26000,28000,3626,28000,2384,3018,4384,4392,8,4.16,0.02,0.18,2149.935
"309",3731.287,"g1-young",0.190615,23000,23000,0,23000,608,632,26000,28000,3658,28000,2392,3026,4392,4368,-24,4.61,0.04,0.19,2152.349
"310",3741.979,"g1-young",0.176462,23000,23000,0,23000,632,624,27000,28000,3665,28000,3368,3041,4368,4376,8,4.07,0.03,0.17,2151.141
"311",3752.686,"g1-young",0.186324,23000,23000,0,23000,624,616,27000,28000,3670,28000,3376,3054,4376,4384,8,4.3,0.05,0.19,2148.127
"312",3763.433,"g1-young",0.236037,23000,23000,0,23000,616,648,27000,28000,3717,28000,3384,3069,4384,4352,-32,6.1,0.05,0.23,2140.132
"313",3774.194,"g1-young",0.195662,23000,23000,0,23000,648,616,27000,28000,3697,28000,3352,3081,4352,4384,32,4.52,0.03,0.19,2137.348
"314",3784.924,"g1-young",0.161627,23000,23000,0,23000,616,608,27000,28000,3706,28000,3384,3098,4384,4392,8,3.83,0.03,0.17,2143.523
"315",3795.63,"g1-young",0.171479,23000,23000,0,23000,608,608,27000,28000,3715,28000,3392,3107,4392,4392,0,3.99,0.02,0.17,2148.328
"316",3806.333,"g1-young",0.190175,23000,23000,0,23000,608,624,27000,28000,3747,28000,3392,3123,4392,4376,-16,4.53,0.03,0.19,2148.93
"317",3817.057,"g1-young",0.176289,23000,23000,0,23000,624,616,27000,28000,3748,28000,3376,3132,4376,4384,8,4.16,0.04,0.18,2144.722
"318",3827.771,"g1-young",0.199987,23000,23000,0,23000,616,616,27000,28000,3763,28000,3384,3147,4384,4384,0,4.93,0.03,0.21,2146.724
"319",3838.552,"g1-young",0.174037,23000,23000,0,23000,616,616,27000,28000,3779,28000,3384,3163,4384,4384,0,4.03,0.03,0.18,2133.383
"320",3849.282,"g1-young",0.189054,23000,23000,0,23000,616,632,27000,28000,3805,28000,3384,3173,4384,4368,-16,4.55,0.03,0.19,2143.523
"321",3859.962,"g1-young",0.177878,23000,23000,0,23000,632,624,27000,28000,3809,28000,3368,3185,4368,4376,8,4.22,0.03,0.18,2153.558
"322",3870.643,"g1-young",0.18808,23000,23000,0,23000,624,608,27000,28000,3806,28000,3376,3198,4376,4392,16,4.37,0.05,0.19,2153.356
"323",3881.389,"g1-young",0.197769,23000,23000,0,23000,608,632,27000,28000,3843,28000,3392,3211,4392,4368,-24,4.73,0.03,0.19,2140.331
"324",3892.122,"g1-young",0.175478,23000,23000,0,23000,632,608,27000,28000,3836,28000,3368,3228,4368,4392,24,4.09,0.02,0.17,2142.924
"325",3902.882,"g1-young",0.174074,23000,23000,0,23000,608,624,27000,28000,3861,28000,3392,3237,4392,4376,-16,4.02,0.03,0.18,2137.546
"326",3913.629,"g1-young",0.197685,23000,23000,0,23000,624,624,27000,28000,3879,28000,3376,3255,4376,4376,0,4.82,0.02,0.2,2140.132
"327",3924.339,"g1-young",0.200598,23000,23000,0,23000,624,624,27000,28000,3888,28000,3376,3264,4376,4376,0,4.9,0.03,0.2,2147.526
"328",3935.069,"g1-young",0.186952,23000,23000,0,23000,624,616,27000,28000,3898,28000,3376,3282,4376,4384,8,4.41,0.03,0.18,2143.523
"329",3945.785,"g1-young",0.180001,23000,23000,0,23000,616,624,27000,28000,3914,28000,3384,3290,4384,4376,-8,4.26,0.03,0.18,2146.323
"330",3956.508,"g1-young",0.218714,23000,23000,0,23000,624,608,27000,28000,3915,28000,3376,3307,4376,4392,16,5.29,0.04,0.22,2144.922
"331",3967.26,"g1-young",0.208219,23000,23000,0,23000,608,608,27000,28000,3926,28000,3392,3318,4392,4392,0,5.01,0.03,0.21,2139.137
"332",3977.983,"g1-young",0.172434,23000,23000,0,23000,608,632,27000,28000,3966,28000,3392,3334,4392,4368,-24,4.06,0.04,0.18,2144.922
"333",3988.67,"g1-young",0.190454,23000,23000,0,23000,632,640,27000,28000,3989,28000,3368,3349,4368,4360,-8,4.58,0.04,0.19,2152.147
"334",3999.407,"g1-young",0.186931,23000,23000,0,23000,640,608,27000,28000,3966,28000,3360,3358,4360,4392,32,4.5,0.03,0.19,2142.125
"335",4010.172,"g1-young",0.207224,23000,23000,0,23000,608,624,27000,28000,3994,28000,3392,3370,4392,4376,-16,5.15,0.05,0.21,2136.554
"336",4020.921,"g1-young",0.194263,23000,23000,0,23000,624,616,27000,28000,4004,28000,3376,3388,4376,4384,8,4.7,0.04,0.19,2139.734
"337",4031.673,"g1-young",0.230912,23000,23000,0,23000,616,616,27000,28000,4013,28000,3384,3397,4384,4384,0,5.75,0.03,0.23,2139.137
"338",4042.436,"g1-young",0.197593,23000,23000,0,23000,616,632,27000,28000,4041,28000,3384,3409,4384,4368,-16,4.72,0.03,0.19,2136.951
"339",4053.173,"g1-young",0.167956,23000,23000,0,23000,632,624,27000,28000,4047,28000,3368,3423,4368,4376,8,3.94,0.02,0.17,2142.125
"340",4063.765,"g1-young",0.171922,23000,23000,0,23000,624,608,27000,28000,4048,28000,3376,3440,4376,4392,16,3.96,0.04,0.18,2171.45
"341",4074.276,"g1-young",0.177071,23000,23000,0,23000,608,600,27000,28000,4052,28000,3392,3452,4392,4400,8,4.19,0.03,0.18,2188.184
"342",4084.831,"g1-young",0.169407,23000,23000,0,23000,600,616,27000,28000,4083,28000,3400,3467,4400,4384,-16,3.91,0.03,0.17,2179.062
"343",4095.362,"g1-young",0.162881,23000,23000,0,23000,616,608,27000,28000,4086,28000,3384,3478,4384,4392,8,3.73,0.02,0.17,2184.028
"344",4105.841,"g1-young_to-spaceexhausted",0.670595,23000,23000,0,23000,608,592,27000,28000,5531,28000,3392,4939,4392,4408,16,5.77,0.35,0.67,2194.866
"345",4116.443,"g1-young_to-spaceexhausted",6.639609,22000,23000,0,24000,592,0,28000,28000,28000,28000,5408,28000,4408,4000,-408,41.59,2.56,6.64,2075.08
"346",4123.091,"g1-young_initial-mark",0.187402,0,24000,0,24000,0,0,28000,28000,28000,28000,28000,28000,4000,4000,0,3.2,0.2,0.19,0
"347",4123.283,"g1-young",0.025209,0,24000,0,24000,0,0,28000,28000,28000,28000,28000,28000,4000,4000,0,0.57,0,0.03,0
"348",4123.313,"g1-young",0.024889,0,24000,0,24000,0,0,28000,28000,28000,28000,28000,28000,4000,4000,0,0.64,0.01,0.03,0
"349",4123.342,"g1-young",0.054361,0,24000,0,24000,0,0,28000,28000,28000,28000,28000,28000,4000,4000,0,1.51,0.01,0.06,0
"350",4123.401,"g1-young",0.066929,0,24000,0,24000,0,0,28000,28000,28000,28000,28000,28000,4000,4000,0,1.53,0,0.07,0
"351",4123.473,"g1-young",0.040308,0,24000,0,24000,0,0,28000,28000,28000,28000,28000,28000,4000,4000,0,1.09,0.01,0.04,0
"352",4123.518,"g1-young",0.052132,0,24000,0,24000,0,0,28000,28000,28000,28000,28000,28000,4000,4000,0,1.33,0.01,0.05,0
"353",4123.575,"g1full",27,0,24000,0,24000,0,0,28000,28000,2660,28000,28000,2660,4000,4000,0,15.48,0.05,11.91,NA
"354",4146.275,"g1-young",0.20584,24000,24000,0,23000,0,424,26000,28000,3080,28000,2000,2656,4000,4576,576,5.01,0.02,0.21,1054.621
"355",4157.22,"g1-young",0.172863,23000,23000,0,23000,424,504,26000,28000,3160,28000,2576,2656,4576,4496,-80,4.22,0.02,0.18,2101.416
"356",4167.399,"g1-young",0.162946,23000,23000,0,23000,504,544,26000,28000,3204,28000,2496,2660,4496,4456,-40,3.89,0.01,0.16,2259.554
"357",4177.895,"g1-young",0.167954,23000,23000,0,23000,544,592,26000,28000,3249,28000,2456,2657,4456,4408,-48,3.83,0.04,0.16,2191.311
"358",4188.679,"g1-young",0.182458,23000,23000,0,23000,592,608,26000,28000,3265,28000,2408,2657,4408,4392,-16,4.26,0.04,0.18,2132.789
"359",4199.455,"g1-young",0.203358,23000,23000,0,23000,608,632,26000,28000,3289,28000,2392,2657,4392,4368,-24,4.95,0.03,0.21,2134.373
"360",4210.232,"g1-young",0.183085,23000,23000,0,23000,632,640,26000,28000,3297,28000,2368,2657,4368,4360,-8,4.25,0.04,0.18,2134.175
"361",4220.91,"g1-young",0.201866,23000,23000,0,23000,640,656,26000,28000,3313,28000,2360,2657,4360,4344,-16,4.89,0.04,0.21,2153.961
"362",4231.595,"g1-young",0.218129,23000,23000,0,23000,656,680,26000,28000,3342,28000,2344,2662,4344,4320,-24,5.4,0.03,0.22,2152.55
"363",4242.226,"g1-young",0.192689,23000,23000,0,23000,680,688,26000,28000,3346,28000,2320,2658,4320,4312,-8,4.62,0.03,0.19,2163.484
"364",4252.867,"g1-young",0.202513,23000,23000,0,23000,688,688,26000,28000,3350,28000,2312,2662,4312,4312,0,4.88,0.04,0.2,2161.451
"365",4263.472,"g1-young",0.209976,23000,23000,0,23000,688,688,26000,28000,3350,28000,2312,2662,4312,4312,0,5.12,0.02,0.21,2168.788
"366",4274.094,"g1-young",0.196384,23000,23000,0,23000,688,712,26000,28000,3370,28000,2312,2658,4312,4288,-24,4.67,0.05,0.2,2165.317
"367",4284.692,"g1-young",0.194968,23000,23000,0,23000,712,728,26000,28000,3391,28000,2288,2663,4288,4272,-16,4.57,0.02,0.19,2170.221
"368",4295.291,"g1-young",0.197151,23000,23000,0,23000,728,736,26000,28000,3395,28000,2272,2659,4272,4264,-8,4.68,0.04,0.2,2170.016
"369",4305.925,"g1-young",0.213497,23000,23000,0,23000,736,656,26000,28000,3414,28000,2264,2758,4264,4344,80,5.3,0.01,0.21,2162.874
"370",4316.602,"g1-young",0.205241,23000,23000,0,23000,656,648,26000,28000,3470,28000,2344,2822,4344,4352,8,4.57,0.05,0.21,2154.163
"371",4327.229,"g1-young",0.200525,23000,23000,0,23000,648,648,26000,28000,3488,28000,2352,2840,4352,4352,0,4.86,0.03,0.2,2164.298
"372",4337.875,"g1-young",0.18198,23000,23000,0,23000,648,648,26000,28000,3503,28000,2352,2855,4352,4352,0,4.27,0.02,0.18,2160.436
"373",4348.489,"g1-young",0.181612,23000,23000,0,23000,648,632,26000,28000,3510,28000,2352,2878,4352,4368,16,4.22,0.03,0.19,2166.949
"374",4359.191,"g1-young",0.174138,23000,23000,0,23000,632,656,26000,28000,3545,28000,2368,2889,4368,4344,-24,4.15,0.03,0.18,2149.131
"375",4369.827,"g1-young",0.172031,23000,23000,0,23000,656,648,26000,28000,3553,28000,2344,2905,4344,4352,8,3.95,0.03,0.17,2162.467
"376",4380.503,"g1-young",0.170321,23000,23000,0,23000,648,656,26000,28000,3578,28000,2352,2922,4352,4344,-8,3.87,0.02,0.17,2154.365
"377",4391.199,"g1-young",0.181118,23000,23000,0,23000,656,640,26000,28000,3574,28000,2344,2934,4344,4360,16,4.24,0.02,0.18,2150.337
"378",4401.886,"g1-young",0.189904,23000,23000,0,23000,640,640,26000,28000,3592,28000,2360,2952,4360,4360,0,4.56,0.05,0.19,2152.147
"379",4412.609,"g1-young",0.197507,23000,23000,0,23000,640,632,26000,28000,3593,28000,2360,2961,4360,4368,8,4.82,0.04,0.2,2144.922
"380",4423.315,"g1-young",0.176231,23000,23000,0,23000,632,616,26000,28000,3597,28000,2368,2981,4368,4384,16,4.14,0.03,0.18,2148.328
"381",4434.026,"g1-young",0.210975,23000,23000,0,23000,616,640,26000,28000,3635,28000,2384,2995,4384,4360,-24,5.26,0.02,0.21,2147.325
"382",4444.801,"g1-young",0.195442,23000,23000,0,23000,640,648,26000,28000,3657,28000,2360,3009,4360,4352,-8,4.76,0.03,0.2,2134.571
"383",4455.532,"g1-young",0.196511,23000,23000,0,23000,648,624,26000,28000,3648,28000,2352,3024,4352,4376,24,4.62,0.05,0.2,2143.323
"384",4466.25,"g1-young",0.172235,23000,23000,0,23000,624,640,27000,28000,3675,28000,3376,3035,4376,4360,-16,4.01,0.04,0.17,2145.923
"385",4476.942,"g1-young",0.18943,23000,23000,0,23000,640,624,27000,28000,3679,28000,3360,3055,4360,4376,16,4.55,0.04,0.19,2151.141
"386",4487.687,"g1-young",0.178229,23000,23000,0,23000,624,616,27000,28000,3687,28000,3376,3071,4376,4384,8,4.18,0.05,0.18,2140.53
"387",4498.394,"g1-young",0.178279,23000,23000,0,23000,616,640,27000,28000,3721,28000,3384,3081,4384,4360,-24,4.24,0.02,0.18,2148.127
"388",4509.085,"g1-young",0.171506,23000,23000,0,23000,640,624,27000,28000,3723,28000,3360,3099,4360,4376,16,4.02,0.03,0.17,2151.342
"389",4519.771,"g1-young",0.177558,23000,23000,0,23000,624,624,27000,28000,3738,28000,3376,3114,4376,4376,0,4.16,0.03,0.18,2152.349
"390",4530.445,"g1-young",0.174278,23000,23000,0,23000,624,632,27000,28000,3760,28000,3376,3128,4376,4368,-8,4.06,0.03,0.18,2154.769
"391",4541.13,"g1-young",0.180995,23000,23000,0,23000,632,640,27000,28000,3780,28000,3368,3140,4368,4360,-8,4.33,0.02,0.18,2152.55
"392",4551.819,"g1-young",0.173294,23000,23000,0,23000,640,648,27000,28000,3802,28000,3360,3154,4360,4352,-8,4.07,0.04,0.18,2151.745
"393",4562.48,"g1-young",0.173243,23000,23000,0,23000,648,632,27000,28000,3799,28000,3352,3167,4352,4368,16,4.1,0.02,0.18,2157.396
"394",4573.126,"g1-young",0.205254,23000,23000,0,23000,632,640,27000,28000,3826,28000,3368,3186,4368,4360,-8,5,0.03,0.2,2160.436
"395",4583.817,"g1-young",0.182305,23000,23000,0,23000,640,648,27000,28000,3848,28000,3360,3200,4360,4352,-8,4.28,0.04,0.18,2151.342
"396",4594.503,"g1-young",0.189626,23000,23000,0,23000,648,664,27000,28000,3874,28000,3352,3210,4352,4336,-16,4.63,0.02,0.19,2152.349
"397",4605.169,"g1-young",0.200566,23000,23000,0,23000,664,632,27000,28000,3861,28000,3336,3229,4336,4368,32,4.9,0.03,0.2,2156.385
"398",4615.954,"g1-young",0.192612,23000,23000,0,23000,632,648,27000,28000,3892,28000,3368,3244,4368,4352,-16,4.57,0.03,0.19,2132.592
"399",4626.704,"g1-young",0.190427,23000,23000,0,23000,648,648,27000,28000,3905,28000,3352,3257,4352,4352,0,4.61,0.03,0.19,2139.535
"400",4637.389,"g1-young",0.179431,23000,23000,0,23000,648,624,27000,28000,3897,28000,3352,3273,4352,4376,24,4.21,0.03,0.18,2152.55
"401",4648.115,"g1-young",0.174391,23000,23000,0,23000,624,616,27000,28000,3898,28000,3376,3282,4376,4384,8,3.97,0.02,0.18,2144.322
"402",4658.824,"g1-young",0.187771,23000,23000,0,23000,616,624,27000,28000,3925,28000,3384,3301,4384,4376,-8,4.44,0.03,0.19,2147.726
"403",4669.533,"g1-young",0.204536,23000,23000,0,23000,624,656,27000,28000,3971,28000,3376,3315,4376,4344,-32,4.99,0.02,0.2,2147.726
"404",4680.201,"g1-young",0.191257,23000,23000,0,23000,656,640,27000,28000,3969,28000,3344,3329,4344,4360,16,4.64,0.03,0.2,2155.981
"405",4690.854,"g1-young",0.196009,23000,23000,0,23000,640,640,27000,28000,3985,28000,3360,3345,4360,4360,0,4.59,0.05,0.19,2159.016
"406",4701.5,"g1-young",0.168256,23000,23000,0,23000,640,632,27000,28000,3986,28000,3360,3354,4360,4368,8,3.91,0.03,0.17,2160.436
"407",4712.212,"g1-young",0.17825,23000,23000,0,23000,632,648,27000,28000,4020,28000,3368,3372,4368,4352,-16,4.18,0.03,0.18,2147.125
"408",4722.888,"g1-young",0.18444,23000,23000,0,23000,648,624,27000,28000,4009,28000,3352,3385,4352,4376,24,4.24,0.03,0.18,2154.365
"409",4733.667,"g1-young",0.171499,23000,23000,0,23000,624,632,27000,28000,4036,28000,3376,3404,4376,4368,-8,3.99,0.03,0.18,2133.779
"410",4744.405,"g1-young",0.184999,23000,23000,0,23000,632,624,27000,28000,4041,28000,3368,3417,4368,4376,8,4.25,0.03,0.19,2141.926
"411",4755.355,"g1-young",0.192301,23000,23000,0,23000,624,656,27000,28000,4084,28000,3376,3428,4376,4344,-32,4.81,0.02,0.19,2100.457
"412",4766.066,"g1-young_to-spaceexhausted",0.972454,23000,23000,0,23000,656,640,27000,28000,7132,28000,3344,6492,4344,4360,16,8.45,0.54,0.97,2147.325
"413",4776.609,"g1-young_to-spaceexhausted",7.43458,21000,23000,0,24000,640,0,28000,28000,28000,28000,6360,28000,4360,4000,-360,40.79,3.03,7.43,1991.843
"414",4784.05,"g1-young_initial-mark",0.1934,0,24000,0,24000,0,0,28000,28000,28000,28000,28000,28000,4000,4000,0,3.52,0.12,0.19,0
"415",4784.248,"g1-young",0.037006,0,24000,0,24000,0,0,28000,28000,28000,28000,28000,28000,4000,4000,0,0.92,0.01,0.03,0
"416",4784.29,"g1-young",0.036604,0,24000,0,24000,0,0,28000,28000,28000,28000,28000,28000,4000,4000,0,0.99,0,0.04,0
"417",4784.332,"g1-young",0.038662,0,24000,0,24000,0,0,28000,28000,28000,28000,28000,28000,4000,4000,0,0.96,0.02,0.04,0
"418",4784.376,"g1-young",0.053794,0,24000,0,24000,0,0,28000,28000,28000,28000,28000,28000,4000,4000,0,1.47,0.01,0.05,0
"419",4784.435,"g1full",27,0,24000,0,24000,0,0,28000,28000,2752,28000,28000,2752,4000,4000,0,15.65,0.02,11.82,NA
"420",4807.107,"g1-young",0.206802,24000,24000,0,23000,0,360,26000,28000,3106,28000,2000,2746,4000,4640,640,5.04,0.02,0.21,1055.827
